Leak_ID,Source_Platform,Leak_Type,Data_Snippet,Risk_Score,Pattern_Matched,Anomaly_Flag,Date_Detected,False_Positive
2168,GitHub,Credentials,user659:pass280,10,credit_card_regex,No,2025-08-05,No
2169,Pastebin,Database Dump,db_row_8521,1,username_password,No,2025-07-20,No
2170,Pastebin,Source Code,function test23(){return true;},3,password_env_regex,Yes,2025-01-27,No
2171,GitHub,API Key,AIzaSyD4397***,2,email_regex,No,2024-12-09,No
2172,GitHub,Confidential Document,ConfDoc_7986.pdf,3,api_key_regex,No,2024-09-28,Yes
2173,GitHub,Personal Data,"Name38, email75@example.com",4,password_env_regex,No,2024-11-11,Yes
2174,GitHub,Config File,DB_PASSWORD=secret702,5,password_env_regex,No,2024-11-08,Yes
2175,Social Media,Personal Data,"Name46, email18@example.com",5,email_regex,No,2024-11-19,No
2176,GitHub,Payment Info,4537 1429 7931 1029,9,api_key_regex,No,2024-08-17,No
2177,Dark Web,Payment Info,4431 2264 1801 8642,1,username_password,Yes,2025-01-21,Yes
2178,Pastebin,API Key,AIzaSyD5551***,5,username_password,No,2024-12-21,No
2179,Public Forum,API Key,AIzaSyD9207***,6,email_regex,No,2024-09-21,Yes
2180,Social Media,Confidential Document,ConfDoc_4605.pdf,9,email_regex,Yes,2025-03-28,Yes
2181,Public Forum,Database Dump,db_row_1073,5,credit_card_regex,Yes,2024-12-18,Yes
2182,Social Media,Config File,DB_PASSWORD=secret424,9,username_password,No,2024-12-06,Yes
2183,Pastebin,API Key,AIzaSyD2299***,6,api_key_regex,Yes,2024-10-12,No
2184,Dark Web,API Key,AIzaSyD9113***,4,email_regex,No,2024-08-18,No
2185,Social Media,Credentials,user315:pass260,2,credit_card_regex,No,2025-07-30,No
2186,Pastebin,API Key,AIzaSyD3903***,7,api_key_regex,Yes,2025-02-06,Yes
2187,Dark Web,Confidential Document,ConfDoc_9538.pdf,3,password_env_regex,Yes,2024-09-30,Yes
2188,Dark Web,Credentials,user147:pass192,9,api_key_regex,Yes,2025-02-24,Yes
2189,Dark Web,Source Code,function test35(){return true;},2,api_key_regex,Yes,2025-06-20,No
2190,GitHub,Config File,DB_PASSWORD=secret962,4,api_key_regex,Yes,2025-04-01,Yes
2191,Public Forum,Personal Data,"Name64, email36@example.com",8,username_password,No,2024-10-20,Yes
2192,Pastebin,Database Dump,db_row_8484,7,api_key_regex,Yes,2025-07-01,Yes
2193,Social Media,Source Code,function test57(){return true;},6,password_env_regex,No,2025-08-02,No
2194,Social Media,Source Code,function test89(){return true;},10,password_env_regex,No,2024-12-29,Yes
2195,Social Media,Confidential Document,ConfDoc_3574.pdf,9,username_password,No,2025-05-02,Yes
2196,GitHub,Personal Data,"Name60, email38@example.com",4,api_key_regex,No,2025-04-17,No
2197,Pastebin,Payment Info,4016 2605 2953 4297,1,credit_card_regex,No,2025-04-02,No
2198,Pastebin,Personal Data,"Name45, email92@example.com",8,api_key_regex,No,2025-02-09,No
2199,GitHub,Credentials,user360:pass573,3,credit_card_regex,No,2025-05-03,No
2200,Public Forum,Confidential Document,ConfDoc_5239.pdf,6,credit_card_regex,No,2024-11-02,Yes
2201,Pastebin,Source Code,function test58(){return true;},3,email_regex,No,2024-11-20,Yes
2202,Pastebin,Payment Info,4353 6381 5656 9901,7,password_env_regex,No,2024-10-15,No
2203,GitHub,Source Code,function test79(){return true;},2,api_key_regex,No,2025-04-16,No
2204,Public Forum,API Key,AIzaSyD8854***,9,credit_card_regex,No,2024-08-24,No
2205,Dark Web,Confidential Document,ConfDoc_4392.pdf,4,username_password,Yes,2025-05-29,Yes
2206,Public Forum,Payment Info,4640 4854 2149 6559,7,username_password,No,2024-11-08,Yes
2207,Pastebin,Config File,DB_PASSWORD=secret769,2,api_key_regex,No,2025-08-11,No
2208,Dark Web,Confidential Document,ConfDoc_5848.pdf,8,api_key_regex,Yes,2025-02-09,Yes
2209,Dark Web,Payment Info,4228 4431 3224 3142,6,credit_card_regex,No,2025-03-18,No
2210,Public Forum,Source Code,function test45(){return true;},3,email_regex,Yes,2025-01-08,No
2211,Public Forum,API Key,AIzaSyD7871***,4,email_regex,No,2024-10-24,Yes
2212,Pastebin,Source Code,function test25(){return true;},9,credit_card_regex,No,2024-11-04,Yes
2213,Public Forum,Payment Info,4233 1606 2524 1363,6,password_env_regex,No,2025-02-02,No
2214,Dark Web,Confidential Document,ConfDoc_6822.pdf,1,api_key_regex,No,2024-10-06,Yes
2215,Social Media,API Key,AIzaSyD6447***,3,username_password,Yes,2025-06-11,No
2216,Dark Web,Credentials,user228:pass245,3,credit_card_regex,Yes,2024-12-27,Yes
2217,Public Forum,Config File,DB_PASSWORD=secret917,2,credit_card_regex,No,2025-08-08,Yes
2218,Dark Web,Personal Data,"Name67, email99@example.com",8,api_key_regex,Yes,2024-10-16,No
2219,GitHub,Database Dump,db_row_4379,7,password_env_regex,No,2025-06-24,Yes
2220,Public Forum,Source Code,function test32(){return true;},2,credit_card_regex,Yes,2024-10-07,Yes
2221,Social Media,Personal Data,"Name21, email65@example.com",9,api_key_regex,Yes,2025-03-18,Yes
2222,Pastebin,API Key,AIzaSyD6988***,5,email_regex,Yes,2024-09-23,No
2223,Social Media,Confidential Document,ConfDoc_3451.pdf,5,credit_card_regex,Yes,2025-03-07,No
2224,Social Media,Personal Data,"Name87, email69@example.com",10,credit_card_regex,Yes,2025-05-26,No
2225,Public Forum,API Key,AIzaSyD2268***,2,username_password,No,2024-11-09,Yes
2226,Dark Web,Personal Data,"Name62, email56@example.com",8,email_regex,Yes,2024-10-11,Yes
2227,Pastebin,Confidential Document,ConfDoc_3263.pdf,3,username_password,Yes,2025-07-02,No
2228,GitHub,Personal Data,"Name89, email49@example.com",3,api_key_regex,No,2025-05-02,Yes
2229,Pastebin,Payment Info,4060 4663 5447 2731,5,username_password,No,2024-12-02,Yes
2230,GitHub,Personal Data,"Name68, email44@example.com",3,password_env_regex,Yes,2024-10-19,No
2231,Pastebin,Database Dump,db_row_4624,9,credit_card_regex,Yes,2025-01-20,No
2232,Social Media,Personal Data,"Name47, email45@example.com",9,api_key_regex,Yes,2025-02-11,Yes
2233,Public Forum,Credentials,user340:pass341,8,email_regex,No,2024-09-28,No
2234,Dark Web,Database Dump,db_row_7509,9,api_key_regex,Yes,2025-07-13,No
2235,GitHub,Credentials,user213:pass846,1,email_regex,No,2025-06-22,No
2236,GitHub,Confidential Document,ConfDoc_6202.pdf,7,email_regex,Yes,2025-07-14,Yes
2237,Public Forum,API Key,AIzaSyD1526***,5,password_env_regex,Yes,2025-06-09,Yes
2238,Social Media,Credentials,user438:pass200,8,username_password,Yes,2025-01-03,No
2239,Dark Web,Config File,DB_PASSWORD=secret660,7,credit_card_regex,No,2025-02-02,Yes
2240,Pastebin,Personal Data,"Name43, email40@example.com",1,credit_card_regex,Yes,2024-08-17,Yes
2241,GitHub,Source Code,function test92(){return true;},5,email_regex,No,2024-10-22,Yes
2242,Pastebin,Config File,DB_PASSWORD=secret210,1,email_regex,Yes,2025-05-16,No
2243,GitHub,API Key,AIzaSyD6862***,6,username_password,No,2024-09-08,No
2244,Pastebin,Confidential Document,ConfDoc_6348.pdf,9,username_password,No,2025-06-28,No
2245,Dark Web,Personal Data,"Name36, email85@example.com",6,api_key_regex,Yes,2024-09-01,Yes
2246,Public Forum,Database Dump,db_row_5704,5,password_env_regex,No,2025-04-16,No
2247,Pastebin,Database Dump,db_row_5079,7,password_env_regex,Yes,2024-10-03,No
2248,Social Media,Config File,DB_PASSWORD=secret945,2,credit_card_regex,Yes,2025-07-25,No
2249,Social Media,Confidential Document,ConfDoc_7846.pdf,8,email_regex,No,2025-03-14,Yes
2250,GitHub,Confidential Document,ConfDoc_7727.pdf,4,password_env_regex,Yes,2024-12-13,No
2251,GitHub,API Key,AIzaSyD8468***,8,password_env_regex,Yes,2025-04-21,No
2252,Pastebin,Payment Info,4705 7255 9808 2905,6,api_key_regex,No,2025-07-28,Yes
2253,GitHub,Database Dump,db_row_4300,10,username_password,Yes,2024-11-03,Yes
2254,Public Forum,Confidential Document,ConfDoc_6717.pdf,8,api_key_regex,Yes,2025-06-12,Yes
2255,Pastebin,Credentials,user329:pass904,8,credit_card_regex,Yes,2025-01-31,Yes
2256,Public Forum,Personal Data,"Name37, email74@example.com",3,credit_card_regex,No,2024-09-22,Yes
2257,GitHub,Payment Info,4503 3022 2019 7339,6,email_regex,No,2025-04-16,No
2258,Public Forum,Database Dump,db_row_9326,7,username_password,No,2024-12-27,No
2259,Social Media,Config File,DB_PASSWORD=secret986,6,username_password,No,2024-10-20,No
2260,GitHub,Personal Data,"Name64, email74@example.com",9,email_regex,Yes,2025-07-18,No
2261,Public Forum,Payment Info,4354 7667 8119 1577,3,api_key_regex,No,2025-06-11,Yes
2262,Pastebin,Config File,DB_PASSWORD=secret802,8,email_regex,No,2024-11-15,Yes
2263,Pastebin,Payment Info,4373 5540 1322 9699,3,username_password,No,2025-05-28,Yes
2264,Dark Web,Credentials,user234:pass541,7,api_key_regex,No,2025-01-29,No
2265,GitHub,Config File,DB_PASSWORD=secret546,6,credit_card_regex,Yes,2024-10-22,No
2266,Social Media,API Key,AIzaSyD1663***,4,email_regex,No,2025-01-06,No
2267,Dark Web,Confidential Document,ConfDoc_5120.pdf,2,api_key_regex,Yes,2024-11-27,Yes
2268,Pastebin,Personal Data,"Name25, email10@example.com",2,credit_card_regex,Yes,2025-08-08,Yes
2269,Public Forum,Confidential Document,ConfDoc_5886.pdf,2,api_key_regex,Yes,2025-05-24,No
2270,Social Media,Personal Data,"Name39, email30@example.com",1,credit_card_regex,Yes,2025-04-09,No
2271,Public Forum,Source Code,function test10(){return true;},10,username_password,No,2025-01-12,No
2272,Pastebin,Personal Data,"Name37, email60@example.com",2,username_password,No,2025-04-22,No
2273,Social Media,Confidential Document,ConfDoc_4759.pdf,8,credit_card_regex,Yes,2025-07-09,Yes
2274,Pastebin,Config File,DB_PASSWORD=secret621,3,username_password,Yes,2024-10-14,Yes
2275,GitHub,Payment Info,4457 4340 6532 8396,8,api_key_regex,No,2025-03-02,Yes
2276,Social Media,Credentials,user193:pass108,10,password_env_regex,No,2025-04-26,No
2277,Social Media,Confidential Document,ConfDoc_8907.pdf,2,password_env_regex,No,2025-07-21,Yes
2278,Public Forum,Confidential Document,ConfDoc_4299.pdf,8,email_regex,No,2025-07-06,No
2279,Social Media,Confidential Document,ConfDoc_8359.pdf,8,username_password,No,2025-04-29,Yes
2280,Social Media,Source Code,function test81(){return true;},5,email_regex,Yes,2025-07-15,No
2281,GitHub,Config File,DB_PASSWORD=secret129,8,username_password,Yes,2025-06-04,No
2282,Social Media,Credentials,user435:pass253,5,password_env_regex,No,2025-07-04,Yes
2283,Pastebin,Config File,DB_PASSWORD=secret426,1,password_env_regex,No,2025-07-14,Yes
2284,GitHub,API Key,AIzaSyD6578***,9,username_password,No,2025-02-06,Yes
2285,Dark Web,API Key,AIzaSyD5878***,7,email_regex,No,2025-06-13,Yes
2286,Social Media,Personal Data,"Name28, email69@example.com",4,email_regex,No,2024-11-23,Yes
2287,Pastebin,Source Code,function test97(){return true;},5,username_password,Yes,2024-12-13,No
2288,Dark Web,Config File,DB_PASSWORD=secret150,6,credit_card_regex,Yes,2025-01-02,No
2289,Pastebin,API Key,AIzaSyD3411***,3,password_env_regex,No,2025-05-26,No
2290,Public Forum,Personal Data,"Name70, email27@example.com",9,email_regex,Yes,2024-11-22,No
2291,Pastebin,Config File,DB_PASSWORD=secret712,9,api_key_regex,Yes,2025-02-16,Yes
2292,GitHub,Credentials,user730:pass304,4,email_regex,Yes,2024-09-28,Yes
2293,Social Media,Source Code,function test60(){return true;},6,email_regex,Yes,2025-01-15,No
2294,Dark Web,Payment Info,4668 4740 4465 9717,2,api_key_regex,No,2025-04-20,No
2295,Public Forum,Personal Data,"Name39, email26@example.com",1,email_regex,No,2024-11-03,No
2296,Social Media,Credentials,user887:pass813,2,credit_card_regex,No,2025-04-17,Yes
2297,Pastebin,Database Dump,db_row_5029,3,api_key_regex,No,2025-02-03,No
2298,Dark Web,API Key,AIzaSyD1785***,5,email_regex,Yes,2024-08-24,Yes
2299,Public Forum,API Key,AIzaSyD4798***,4,email_regex,Yes,2025-06-16,No
2300,Public Forum,Config File,DB_PASSWORD=secret171,3,password_env_regex,No,2025-02-06,No
2301,GitHub,Source Code,function test91(){return true;},1,api_key_regex,Yes,2025-07-09,Yes
2302,Dark Web,Source Code,function test65(){return true;},5,username_password,No,2024-10-24,Yes
2303,Social Media,Source Code,function test70(){return true;},9,password_env_regex,No,2025-04-25,No
2304,Dark Web,Source Code,function test70(){return true;},1,credit_card_regex,No,2025-02-03,Yes
2305,Dark Web,API Key,AIzaSyD7883***,4,email_regex,Yes,2025-08-08,Yes
2306,GitHub,Personal Data,"Name72, email43@example.com",6,email_regex,Yes,2025-05-02,Yes
2307,Social Media,Payment Info,4491 9770 6253 1885,9,password_env_regex,Yes,2024-09-14,Yes
2308,Pastebin,Source Code,function test69(){return true;},3,password_env_regex,Yes,2025-04-20,No
2309,Dark Web,Payment Info,4289 1192 8825 6234,2,username_password,Yes,2025-05-09,No
2310,Public Forum,Payment Info,4373 4550 2595 4617,7,username_password,No,2024-11-01,No
2311,Pastebin,Credentials,user508:pass798,3,api_key_regex,No,2025-04-15,No
2312,Social Media,Config File,DB_PASSWORD=secret324,5,api_key_regex,No,2024-10-12,Yes
2313,Public Forum,Source Code,function test76(){return true;},9,email_regex,Yes,2024-08-13,Yes
2314,Social Media,Payment Info,4148 4311 1615 7922,1,password_env_regex,Yes,2024-08-30,Yes
2315,Pastebin,API Key,AIzaSyD3142***,3,email_regex,No,2025-04-24,No
2316,GitHub,Payment Info,4914 9931 4656 7824,3,username_password,Yes,2025-04-01,No
2317,GitHub,Source Code,function test60(){return true;},1,email_regex,Yes,2024-09-07,No
2318,GitHub,Payment Info,4351 9790 5111 1404,6,credit_card_regex,No,2024-09-30,No
2319,Public Forum,Config File,DB_PASSWORD=secret972,9,api_key_regex,Yes,2025-07-06,Yes
2320,Social Media,Payment Info,4430 3042 8829 2371,8,password_env_regex,No,2025-04-30,No
2321,Social Media,Config File,DB_PASSWORD=secret454,6,api_key_regex,Yes,2024-11-08,Yes
2322,Pastebin,Personal Data,"Name65, email27@example.com",2,email_regex,No,2024-11-20,Yes
2323,Dark Web,Credentials,user121:pass115,10,email_regex,No,2024-11-15,Yes
2324,Dark Web,API Key,AIzaSyD4465***,9,password_env_regex,No,2024-09-03,Yes
2325,Pastebin,Source Code,function test97(){return true;},2,credit_card_regex,Yes,2024-08-17,Yes
2326,GitHub,Config File,DB_PASSWORD=secret508,9,credit_card_regex,Yes,2025-06-18,Yes
2327,GitHub,Source Code,function test73(){return true;},4,credit_card_regex,No,2024-08-13,Yes
2328,GitHub,Credentials,user222:pass104,5,credit_card_regex,Yes,2024-12-01,No
2329,Dark Web,API Key,AIzaSyD2918***,8,password_env_regex,No,2025-05-21,No
2330,Dark Web,Credentials,user972:pass768,7,username_password,Yes,2024-10-15,Yes
2331,Public Forum,Database Dump,db_row_2599,5,password_env_regex,Yes,2024-09-22,No
2332,Dark Web,Credentials,user242:pass523,9,password_env_regex,No,2024-09-02,No
2333,Dark Web,Confidential Document,ConfDoc_8317.pdf,1,credit_card_regex,Yes,2025-05-11,Yes
2334,Public Forum,Source Code,function test73(){return true;},1,email_regex,No,2025-07-25,No
2335,Dark Web,Source Code,function test40(){return true;},8,password_env_regex,No,2024-09-25,No
2336,Social Media,Config File,DB_PASSWORD=secret998,8,credit_card_regex,Yes,2024-11-25,Yes
2337,GitHub,API Key,AIzaSyD2503***,4,username_password,No,2025-03-03,No
2338,Pastebin,Config File,DB_PASSWORD=secret809,9,email_regex,No,2024-09-29,No
2339,Pastebin,Database Dump,db_row_4421,9,credit_card_regex,No,2025-01-23,No
2340,Dark Web,API Key,AIzaSyD8425***,8,password_env_regex,No,2024-09-21,Yes
2341,GitHub,Personal Data,"Name84, email26@example.com",9,username_password,No,2025-01-15,Yes
2342,GitHub,Payment Info,4486 2148 6604 1151,7,api_key_regex,No,2024-10-18,No
2343,Public Forum,Config File,DB_PASSWORD=secret680,6,password_env_regex,No,2025-02-13,No
2344,Public Forum,Config File,DB_PASSWORD=secret690,4,password_env_regex,Yes,2025-06-08,No
2345,Social Media,Payment Info,4730 9743 6142 8180,7,api_key_regex,Yes,2024-12-07,Yes
2346,Public Forum,Credentials,user788:pass470,6,username_password,No,2025-05-08,Yes
2347,Dark Web,Payment Info,4042 3017 5004 2226,1,password_env_regex,No,2024-12-25,Yes
2348,Public Forum,Source Code,function test89(){return true;},9,email_regex,Yes,2024-10-27,No
2349,Dark Web,Confidential Document,ConfDoc_7370.pdf,8,password_env_regex,No,2025-03-03,Yes
2350,Pastebin,Database Dump,db_row_2475,2,credit_card_regex,No,2024-10-25,No
2351,Pastebin,Credentials,user756:pass429,9,password_env_regex,Yes,2025-01-09,Yes
2352,Pastebin,Personal Data,"Name19, email15@example.com",8,credit_card_regex,No,2025-02-24,No
2353,Social Media,Payment Info,4079 2011 1403 7665,5,email_regex,No,2024-10-08,Yes
2354,Social Media,Payment Info,4316 8178 7090 5038,5,credit_card_regex,Yes,2025-06-13,No
2355,Dark Web,API Key,AIzaSyD1200***,8,email_regex,Yes,2025-03-12,Yes
2356,GitHub,Credentials,user212:pass710,9,api_key_regex,Yes,2024-09-21,Yes
2357,Social Media,Confidential Document,ConfDoc_4037.pdf,5,password_env_regex,No,2025-05-20,No
2358,Public Forum,Database Dump,db_row_5212,4,username_password,Yes,2025-02-20,No
2359,Pastebin,Personal Data,"Name82, email95@example.com",3,email_regex,No,2025-05-03,No
2360,Dark Web,Personal Data,"Name28, email77@example.com",5,credit_card_regex,Yes,2024-12-13,No
2361,Social Media,API Key,AIzaSyD6698***,4,api_key_regex,No,2025-07-24,Yes
2362,Social Media,Credentials,user942:pass435,9,email_regex,Yes,2025-04-13,Yes
2363,Dark Web,Payment Info,4046 5321 8826 4441,10,credit_card_regex,Yes,2025-01-04,No
2364,GitHub,Database Dump,db_row_2483,9,api_key_regex,Yes,2025-06-05,Yes
2365,Social Media,Payment Info,4935 1005 9008 5289,3,password_env_regex,Yes,2024-08-26,No
2366,Social Media,Config File,DB_PASSWORD=secret215,9,password_env_regex,Yes,2025-01-21,Yes
2367,Public Forum,Database Dump,db_row_4541,10,api_key_regex,Yes,2025-07-26,Yes
2368,Public Forum,Payment Info,4419 4060 4835 4567,3,username_password,Yes,2025-01-09,No
2369,Social Media,Personal Data,"Name58, email37@example.com",5,username_password,Yes,2024-10-08,Yes
2370,Pastebin,Config File,DB_PASSWORD=secret998,8,email_regex,Yes,2025-05-11,Yes
2371,Social Media,Payment Info,4459 6025 3365 2155,4,username_password,Yes,2025-02-28,No
2372,GitHub,Payment Info,4568 2129 9431 4216,7,password_env_regex,No,2024-10-16,Yes
2373,GitHub,Config File,DB_PASSWORD=secret913,5,credit_card_regex,Yes,2025-04-18,No
2374,Social Media,Source Code,function test43(){return true;},7,email_regex,No,2025-05-20,Yes
2375,GitHub,Payment Info,4787 7325 2799 1094,9,api_key_regex,No,2025-01-03,Yes
2376,Dark Web,Credentials,user484:pass750,7,credit_card_regex,No,2025-03-27,Yes
2377,Public Forum,Payment Info,4107 3706 8852 7112,7,api_key_regex,No,2025-08-12,No
2378,GitHub,Credentials,user100:pass400,2,username_password,Yes,2025-08-13,No
2379,Pastebin,Source Code,function test77(){return true;},3,credit_card_regex,No,2025-05-21,No
2380,Pastebin,Database Dump,db_row_1600,4,username_password,Yes,2024-12-28,Yes
2381,Public Forum,Payment Info,4352 3454 5864 1042,8,username_password,No,2025-01-15,Yes
2382,Social Media,Confidential Document,ConfDoc_6349.pdf,7,username_password,No,2025-02-27,Yes
2383,Pastebin,Source Code,function test85(){return true;},3,api_key_regex,Yes,2024-09-04,No
2384,Public Forum,Config File,DB_PASSWORD=secret975,10,credit_card_regex,Yes,2025-05-21,No
2385,Public Forum,Source Code,function test11(){return true;},7,email_regex,Yes,2025-04-23,No
2386,Public Forum,API Key,AIzaSyD1660***,10,credit_card_regex,No,2024-10-12,Yes
2387,Dark Web,Payment Info,4168 4050 1795 2570,4,api_key_regex,No,2025-05-07,Yes
2388,Dark Web,Config File,DB_PASSWORD=secret682,8,username_password,Yes,2024-09-01,Yes
2389,Public Forum,Confidential Document,ConfDoc_2299.pdf,7,email_regex,No,2025-06-03,No
2390,Social Media,Database Dump,db_row_5959,1,credit_card_regex,No,2025-01-16,Yes
2391,Public Forum,Database Dump,db_row_4563,6,email_regex,Yes,2024-11-08,No
2392,Public Forum,API Key,AIzaSyD6797***,1,api_key_regex,Yes,2025-04-16,Yes
2393,Dark Web,Config File,DB_PASSWORD=secret277,8,api_key_regex,No,2025-05-19,Yes
2394,Pastebin,Database Dump,db_row_2242,6,email_regex,Yes,2024-12-03,Yes
2395,Pastebin,API Key,AIzaSyD6799***,4,password_env_regex,Yes,2025-05-19,No
2396,Public Forum,Payment Info,4412 1757 1822 5284,4,email_regex,No,2025-05-13,No
2397,GitHub,Credentials,user697:pass650,8,password_env_regex,Yes,2024-09-12,Yes
2398,GitHub,Credentials,user937:pass747,3,credit_card_regex,Yes,2025-05-14,Yes
2399,GitHub,Config File,DB_PASSWORD=secret901,2,username_password,Yes,2025-02-02,No
2400,Dark Web,Payment Info,4963 1546 5712 6013,7,password_env_regex,No,2024-11-19,Yes
2401,Public Forum,API Key,AIzaSyD6347***,8,api_key_regex,No,2025-01-26,No
2402,Social Media,Database Dump,db_row_2314,6,credit_card_regex,Yes,2024-12-11,Yes
2403,Dark Web,API Key,AIzaSyD4704***,4,credit_card_regex,No,2025-06-25,Yes
2404,GitHub,Source Code,function test18(){return true;},8,api_key_regex,No,2024-09-10,No
2405,GitHub,Config File,DB_PASSWORD=secret136,3,api_key_regex,No,2025-01-25,No
2406,Pastebin,Confidential Document,ConfDoc_8240.pdf,8,username_password,No,2025-07-27,No
2407,Dark Web,Credentials,user608:pass230,9,password_env_regex,Yes,2025-07-24,No
2408,Public Forum,Credentials,user865:pass425,6,username_password,No,2025-05-10,Yes
2409,Pastebin,Credentials,user574:pass467,9,api_key_regex,Yes,2024-12-29,No
2410,Public Forum,Source Code,function test83(){return true;},8,password_env_regex,No,2024-09-20,Yes
2411,Dark Web,Payment Info,4291 4588 6794 6811,1,credit_card_regex,Yes,2025-01-13,Yes
2412,Dark Web,Credentials,user292:pass118,1,email_regex,No,2025-07-06,No
2413,Social Media,Personal Data,"Name77, email12@example.com",10,credit_card_regex,No,2025-07-22,Yes
2414,GitHub,Confidential Document,ConfDoc_5716.pdf,5,api_key_regex,Yes,2025-07-19,No
2415,Dark Web,Config File,DB_PASSWORD=secret494,8,api_key_regex,No,2025-07-29,No
2416,Pastebin,API Key,AIzaSyD2016***,10,credit_card_regex,No,2024-10-29,No
2417,GitHub,Personal Data,"Name24, email35@example.com",3,api_key_regex,Yes,2024-10-22,No
2418,Dark Web,Credentials,user232:pass114,1,username_password,Yes,2024-11-28,Yes
2419,Dark Web,Config File,DB_PASSWORD=secret375,10,username_password,Yes,2024-10-24,Yes
2420,Dark Web,Payment Info,4465 1605 2255 2447,4,password_env_regex,No,2024-08-16,No
2421,Social Media,Database Dump,db_row_1627,10,password_env_regex,Yes,2025-06-01,No
2422,Dark Web,Personal Data,"Name45, email76@example.com",6,email_regex,Yes,2025-06-08,No
2423,Social Media,Database Dump,db_row_3822,4,email_regex,No,2024-09-14,No
2424,Dark Web,Personal Data,"Name36, email12@example.com",2,username_password,Yes,2024-10-06,Yes
2425,Social Media,Confidential Document,ConfDoc_6696.pdf,10,username_password,Yes,2025-07-19,Yes
2426,Public Forum,API Key,AIzaSyD5789***,10,api_key_regex,Yes,2024-08-27,Yes
2427,Social Media,Config File,DB_PASSWORD=secret633,6,password_env_regex,Yes,2025-04-11,No
2428,Social Media,Credentials,user645:pass989,2,credit_card_regex,Yes,2025-03-12,Yes
2429,GitHub,Credentials,user658:pass859,4,password_env_regex,No,2025-01-19,Yes
2430,Public Forum,Credentials,user399:pass472,6,credit_card_regex,Yes,2025-01-08,Yes
2431,Public Forum,Personal Data,"Name25, email51@example.com",2,api_key_regex,No,2025-06-30,No
2432,Pastebin,Personal Data,"Name52, email63@example.com",2,email_regex,Yes,2025-06-28,Yes
2433,Social Media,Config File,DB_PASSWORD=secret133,3,api_key_regex,No,2025-06-18,No
2434,Pastebin,Personal Data,"Name53, email13@example.com",5,email_regex,Yes,2024-09-16,No
2435,GitHub,Config File,DB_PASSWORD=secret256,4,credit_card_regex,Yes,2025-04-22,Yes
2436,Social Media,Source Code,function test30(){return true;},5,password_env_regex,No,2024-11-02,Yes
2437,GitHub,Confidential Document,ConfDoc_3667.pdf,5,email_regex,Yes,2024-08-31,Yes
2438,Dark Web,Confidential Document,ConfDoc_4505.pdf,3,username_password,Yes,2025-07-11,Yes
2439,Public Forum,Confidential Document,ConfDoc_1533.pdf,8,password_env_regex,Yes,2024-09-29,No
2440,Dark Web,Payment Info,4990 8418 1165 7990,3,api_key_regex,Yes,2025-07-22,Yes
2441,Pastebin,Personal Data,"Name83, email70@example.com",4,api_key_regex,No,2025-05-14,No
2442,Public Forum,Credentials,user879:pass694,5,password_env_regex,Yes,2024-08-19,Yes
2443,Dark Web,Confidential Document,ConfDoc_8931.pdf,8,password_env_regex,No,2024-11-24,No
2444,Pastebin,Credentials,user609:pass113,10,credit_card_regex,Yes,2024-09-29,Yes
2445,Dark Web,Source Code,function test88(){return true;},2,email_regex,No,2025-06-10,No
2446,Dark Web,Payment Info,4243 5152 2013 9751,2,password_env_regex,Yes,2025-07-12,No
2447,Dark Web,Confidential Document,ConfDoc_6607.pdf,10,api_key_regex,Yes,2024-11-28,No
2448,Social Media,API Key,AIzaSyD7705***,3,password_env_regex,No,2025-07-07,No
2449,Pastebin,Source Code,function test45(){return true;},6,password_env_regex,No,2025-04-21,No
2450,Social Media,Config File,DB_PASSWORD=secret852,7,email_regex,Yes,2024-12-23,Yes
2451,Social Media,Credentials,user524:pass423,6,username_password,Yes,2025-01-31,No
2452,GitHub,Source Code,function test55(){return true;},1,email_regex,Yes,2024-10-12,Yes
2453,Pastebin,API Key,AIzaSyD3100***,10,username_password,Yes,2024-11-27,Yes
2454,GitHub,Personal Data,"Name48, email74@example.com",2,email_regex,Yes,2024-10-02,No
2455,GitHub,Database Dump,db_row_6719,4,email_regex,No,2025-01-04,No
2456,Public Forum,Database Dump,db_row_8868,5,email_regex,Yes,2025-02-25,No
2457,Social Media,Payment Info,4610 7689 7092 6052,3,credit_card_regex,Yes,2024-12-20,No
2458,GitHub,Credentials,user530:pass350,5,api_key_regex,Yes,2025-07-02,Yes
2459,Public Forum,Config File,DB_PASSWORD=secret660,2,password_env_regex,Yes,2024-12-14,Yes
2460,Pastebin,Database Dump,db_row_2448,6,username_password,No,2025-01-31,No
2461,Pastebin,Source Code,function test13(){return true;},9,credit_card_regex,Yes,2025-06-21,Yes
2462,Dark Web,Config File,DB_PASSWORD=secret639,8,username_password,No,2024-11-23,No
2463,GitHub,API Key,AIzaSyD2503***,2,username_password,No,2025-03-10,Yes
2464,Pastebin,Database Dump,db_row_3895,10,password_env_regex,No,2024-12-21,No
2465,Dark Web,Config File,DB_PASSWORD=secret642,8,email_regex,No,2025-07-05,Yes
2466,Social Media,API Key,AIzaSyD9650***,1,username_password,No,2024-11-07,No
2467,Pastebin,Credentials,user939:pass623,4,username_password,No,2025-01-15,No
2468,Dark Web,Database Dump,db_row_7860,3,password_env_regex,No,2025-08-10,No
2469,Social Media,Payment Info,4028 4828 4147 6049,7,email_regex,Yes,2024-11-25,Yes
2470,GitHub,Payment Info,4909 4679 5263 4316,6,email_regex,Yes,2025-08-03,No
